Precio	Expensas	Calle	Altura	Piso	Detalles	Descripción	Link	Amenities	Losa_Central	Aire_Acond	Apto_Credito	Cochera	Seguridad	Luminoso	Balcon_Aterrazado
USD 139.500	+ $95.000	SERRANO al	500	0	62 m² cubie. 2 dorm. 60 años	"70m2 Dpto 3 Amb al Frente c/ Balcón Corrido – Villa Crespo - Serrano y Corrientes Departamento 3 Ambientes al Frente con Balcón Corrido Villa Crespo Ubicado en la estratégica zona de Serrano y Corrientes, en pleno corazón de Villa Crespo, este departamento de 3 ambientes al frente combina amplitud, funcionalidad y muy buen estado general. La unidad cuenta con un luminoso balcón corrido que recorre el frente, aportando aire y luz natural a los principales ambientes. El living comedor se complementa con una cocina independiente con comedor diario, con doble circulación y entrada de servicio. Dispone de 1 baño completo y de un baño de servicio original, actualmente adaptado como sector de lavadero, que podrá adecuarse según las necesidades de cada usuario. Los dormitorios poseen amplios placares y espacios de guardado, optimizando la comodidad y el orden. El edificio se encuentra en buen estado, y próximo a realizarse tareas de mantenimiento como pintura de fachada. Una ubicación privilegiada, a metros de la Av. Corrientes, con excelente conectividad, cercanía a múltiples líneas de colectivo, comercios, cafés y a pocas cuadras de la línea B de subte. Una oportunidad única de vivir o invertir en uno de los barrios con mayor crecimiento de la Ciudad. Aclaración: Las expensas en este momento rondan los $ 290.000 siendo que hay extraordinarias por mejoras, pero la expensas habituales rondan el 50% de este valor. El edificio no cuenta con encargado con vivienda son muy razonables. No dejes pasar esta oportunidad. CONSULTANOS PARA COORDINAR UNA VISITA! Corredores Inmobiliarios Responsables Adrian Ridelnik CUCICBA Mat 197. y Mauro Ridelnik CUCICBA Mat 6933 y CMCPSI 7060 Todas las operaciones en las que participen nuestros asesores comerciales independientes son gestionadas, supervisadas y monitoreadas por un Corredor Público debidamente matriculado. *Se deja constancia que las medidas y superficies indicados son aproximados y al sólo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo. Las medidas parciales y/o de los ambientes y el valor consignado de expensas mensuales, servicios y ABL está sujeto a verificación y/o ajuste. Art.4 de la Ley 5.859 de C.A.B.A ""Para los casos de alquiler de vivienda única, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias cuando el destino sea vivienda única y permanente "". * LEY 5115 Cumplimos en informar que los inmuebles "" no cuenta con acceso especial para personas con discapacidad física a menos que la publicación lo especifique "" . * En cumplimiento de la leyes vigentes que regulan el corretaje inmobiliario, Ley 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores comerciales NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias realizadas en GUIMAT PROPIEDADES, son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados,"	https://www.argenprop.com/departamento-en-venta-en-palermo-3-ambientes--18778862	1	0	0	0	0	1	1	0
USD 115.000	+ $100.000	MALABIA	200	8	40 m² cubie. 1 dorm. 4 años	Torre Malabia Negociable.	https://www.argenprop.com/departamento-en-venta-en-villa-crespo-1-ambiente--18666904	0	0	0	0	0	0	0	0
USD 85.000	N/A	SENILLOSA	700	7	27 m² cubie. 1 año 1 baño	"SENILLOSA 790 VENTA DEPARTAMENTO 1 AMBIENTE CABALLITO Unidad divisible con balcón al frente en excelente ubicación, a metros de avenidas Pedro Goyena y La Plata y a una cuadra de Av. Directorio. En plena zona comercial y cercano a creciente polo gastronómico. Tiene accesibilidad al subte ""E"", múltiples líneas de colectivo y a la autopista 25 de mayo. - En MDF enchapados en melanina combinado haya con vidrio y color, perimetrales en acero - Artefacto de horno y anafe eléctrico - Porcellanato 1º marca en baños y cocinas - Porcellanato simil madera en dormitorios, estar-comedor y pasillos de las unidades funcionales - Artefactos de 1º líneas Ferrum o similar - Griferías 1º líneas Piazza o similar - Carpinterías línea MODENA con DVH (doble vidrio hermético) LEPORE PROPIEDADES LEPORE Propiedades S.A. CUIT : -9 C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro) LEPORE PROPIEDADES / NOTA: Los materiales y especificaciones del plano están sujetos a modificaciones arquitectónicas y otras a la sola discreción del desarrollador, constructor o arquitecto, o que así se requieran por ley. Los planos de planta pueden no estar a escala. Cualquier mueble, electrodoméstico o artículo de decorador representado aquí se muestra únicamente con fines artísticos e ilustrativos y no está incluido en la compra y venta de la residencia. Las dimensiones indicadas se miden a los límites exteriores de la pared exterior y la línea central de las paredes interiores y, de hecho, varían de las dimensiones que se determinarían mediante el uso de la descripción y definición de la ""unidad"" que se establece en la declaración (que generalmente solo incluye el espacio aéreo interno entre las paredes perimetrales y excluye los componentes estructurales interiores). Además, las mediciones de habitaciones establecidas en cualquier plano de planta se toman generalmente en los mayores puntos de cada habitación determinada (como si la habitación fuera un rectángulo perfecto), sin tener en cuenta las salidas del corte. En consecuencia, el área de la habitación real será típicamente menor que el producto obtenido multiplicando la longitud por la anchura declarados. Todas las dimensiones son aproximadas y todos los planos y planes de desarrollo están sujetos a cambios. Representaciones orales no pueden considerarse como correctas declaraciones del desarrollador. Lepore Propiedades S. A. es una persona jurídica constituida bajo la leyes de la República Argentina y ejerce el corretaje en los términos del artículo 1345 y concordantes del Código Civil y Comercial de la Nación. Todas las operaciones en las que Lepore Propiedades S. A. toma participación son supervisadas, coordinadas y formalizadas por un corredor matriculado. El trabajo de todos los dependientes de Lepore Propiedades S. A. es coordinado y supervisado por un corredor matriculado. CUCICBA matriculas número 931 y 1139."	https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--16662050	0	0	0	0	0	0	1	0
USD 330.000	N/A	Eduardo acevedo	200	2	100 m² cubie. 3 dorm. 18 años	CABALLITO | 4 amb c/2 cocheras. Piscina. Parrilla. Solarium Venta de Departamento 4 Ambientes en Caballito, Capital Federal AMENITIES: ? PISCINA CON SOLARIUM - DECK DE MADERA PERIMETRAL ? TERRAZA CON PARRILLA ? PORTON AUTOMATICO POR CONTROL REMOTO ? 2 COCHERAS FIJAS (1 cubierta + 1 descubierta) ? BAULERA MATERIALES / CALIDAD DE LAS TERMINACIONES ? ACCESO PRINCIPAL POR PALIER PRIVADO Y ACCESO DE SERVICIO ? HALL DE RECEPCION Y TOILETTE DE RECEPCION ? AMPLIO BALCON ? DORMITORIO PRINCIPAL EN SUITE CON VESTIDOR. ? BAÑO COMPLETO CON HIDROMASAJE ? 2º y 3º DORMITORIO MUY LUMINOSOS ? PISOS DE PARQUET Y ZOCALOS EN MADERA(EN PALIER PRIVADO, ESTAR-COMEDOR, HALL INTIMO, DORMITORIOS Y ESCRITORIO) ? REVESTIMIENTOS Y PISOS CERAMICOS (EN COCINA, BAÑOS, TOILETTE Y BALCON) ? CAÑERIAS DE TERMOFUSION (Acquasystem) PARA AGUA FRIA Y CALIENTE ? GRIFERIA F.V. O SIMILAR CALIDAD PARA BAÑOS, LAVADERO YCOCINA ? COCINA 4 HORNALLAS CON HORNO VISOR ? MESADA EN GRANITO Y BACHA DOBLE DE ACERO INOXIDABLE ? MUEBLES DE COCINA COMPLETOS (bajo mesada y alacena en melamina) ? CALEFACCION POR PISO RADIANTE Y AGUA CALIENTE CENTRAL, CON CALDERA MURAL INDIVIDUAL Superficies Depto (según escritura): Cubierta: 100.41 m² Semicubiertos: 3.79 m² Balcón: 5.21 m² Consulta con un asesor comercial al LEPORE Propiedades S.A. CUIT : -9 C.U.C.I.C.B.A. Matrícula Nº 1131 (Sucursales Caballito - Palermo - Centro) AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.	https://www.argenprop.com/departamento-en-venta-en-caballito-4-ambientes--18729932	1	1	0	0	1	0	1	0
USD 295.000	+ $352.000	Pacheco de Melo al	1800	0	94 m² cubie. 4 dorm. 49 años	"103m2 - Excelente 4 Amb c/ dep y Balcon Corrido COCHERA - Pacheco de Melo y Av. Callao 4 AMBIENTES CON DEPENDENCIA Y BALCON AL CONTRA FRENTE - EXCELENTE VISTA SEMIPISO AL CONTRA-FRENTE DE CUATRO AMBIENTES CON DEPENDENCIA, MUY BIEN DISTRIBUIDOS CON DOS BAñOS COMPLETOS. SE INGRESA POR PALIER PRIVADO A UN AMPLIO LIVING COMEDOR. BALCON CON VISTA ABIERTA, MUY BUENA LUZ Y SOL! PASILLO COMUNICADOR A DOS BAñOS COMPLETOS CON BAñADERA Y 3 AMPLIOS CUARTOS CON PLACARD EMPOTRADO A LA PARED, DOS DE LOS CUALES TIENEN SALIDA AL BALCON. COCINA SEPARADA CON LAVADERO INDEPENDIENTE Y DEPENDENCIA CON BAñO COCHERA FIJA CON FACIL ACCESO EDIFICIO EN EXCELENTE ESTADO DE CONSERVACION CON 2 ASCENSORES Y ENCARGADO UBICADO EN LA MEJOR ZONA DE RECOLETA, A CUADRAS DE AV. CALLAO Corredores Inmobiliarios Responsables Adrian Ridelnik CUCICBA Mat 197. y Mauro Ridelnik CUCICBA Mat 6933 y CMCPSI 7060 Todas las operaciones en las que participen nuestros asesores comerciales independientes son gestionadas, supervisadas y monitoreadas por un Corredor Público debidamente matriculado. *Se deja constancia que las medidas y superficies indicados son aproximados y al sólo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo. Las medidas parciales y/o de los ambientes y el valor consignado de expensas mensuales, servicios y ABL está sujeto a verificación y/o ajuste. Art.4 de la Ley 5.859 de C.A.B.A ""Para los casos de alquiler de vivienda única, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias cuando el destino sea vivienda única y permanente "". * LEY 5115 Cumplimos en informar que los inmuebles "" no cuenta con acceso especial para personas con discapacidad física a menos que la publicación lo especifique "" . * En cumplimiento de la leyes vigentes que regulan el corretaje inmobiliario, Ley 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores comerciales NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias realizadas en GUIMAT PROPIEDADES, son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados,"	https://www.argenprop.com/departamento-en-venta-en-palermo-4-ambientes--18536601	1	0	0	0	1	1	1	0
USD 145.000	+ $230.000	Cordoba al	2000	0	76 m² cubie. 2 dorm. 60 años	"3 Amb C/ dep - Balcon Corrido, exc. Luz y ubicacion - 2 baños - Fac. Med. VENTA DE UN 3 AMBIENTES CON DEPENDENCIA (ACTUALMENTE AMPLIO 3 AMBIENTES) ENTRADA A UN AMPLIO LIVING COMEDOR EN L, CON COCINA INDEPENDIENTE CON COMEDOR DIARIO, DOBLE CIRCULACION Y LAVARROPAS INCORPORADO. BALCON AL FRENTE CORRIDO CON EXCELENTE ORIENTACION, SOL TODO EL DIA. LUEGO TENEMOS LA PARTE PRIVADA DEL DEPARTAMENTO, QUE CUENTA CON DOS HABITACIONES Y DOS BAñOS COMPLETOS, UNO DE LOS CUALES SE PUEDE HACER EN SUITE. UBICACION ESTRATEGICA TANTO PARA RENTA COMO PARA VIVIENDA. Colectivos: 12, 24, 26, 29, 37, 39, 60, 75, 95, 99, 101, 106, 109, 111, 115, 124, 132, 140, 150, 152, 180. Subtes: CALLAO (Línea D), FACULTAD DE MEDICINA (Línea D), PASTEUR (Linea B). área Hospitalaria: HOSPITAL DE CLINICAS. A METROS DE FACULTAD DE CIENCIAS ECONOMICAS Y PLAZA DR. BERNARDO HOUSSEY. CERCANIA CON AVENIDAS TALES COMO CALLAO, SANTA FE, CORRIENTES. NO DUDES EN CONSULTARNOS! Corredores Inmobiliarios Responsables Adrian Ridelnik CUCICBA Mat 197. y Mauro Ridelnik CUCICBA Mat 6933 y CMCPSI 7060 Todas las operaciones en las que participen nuestros asesores comerciales independientes son gestionadas, supervisadas y monitoreadas por un Corredor Público debidamente matriculado. *Se deja constancia que las medidas y superficies indicados son aproximados y al sólo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo. Las medidas parciales y/o de los ambientes y el valor consignado de expensas mensuales, servicios y ABL está sujeto a verificación y/o ajuste. Art.4 de la Ley 5.859 de C.A.B.A ""Para los casos de alquiler de vivienda única, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias cuando el destino sea vivienda única y permanente "". * LEY 5115 Cumplimos en informar que los inmuebles "" no cuenta con acceso especial para personas con discapacidad física a menos que la publicación lo especifique "" . * En cumplimiento de la leyes vigentes que regulan el corretaje inmobiliario, Ley 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores comerciales NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias realizadas en GUIMAT PROPIEDADES, son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados,"	https://www.argenprop.com/departamento-en-venta-en-recoleta-3-ambientes--18236440	1	0	0	0	0	0	1	0
USD 85.000	+ $55.000	DELGADO	1500	0	46 m² cubie. 1 dorm. 60 años	DUEÑO VENDE (Sin Comisión) PH 2 Amb. AL FRENTE 1er. Piso por escalera. APTO CREDITO. U$s85.000. • BROKERS e INMOBILIARIAS ABSTENERSE. (Solo trato con comprador directo “SIN COMISION”) DUEÑO VENDE PH 2 AMB. en BELGRANO R. Son 46m2 en 1er. piso por escalera. Edificio antiguo. Ambientes amplios y luminosos. LIVING-COMEDOR de 4,60x4,00m con pisos de parquet y aire acondicionado Split frío-calor. Calefacción por estufa de gas natural. LAVADERO y COCINA independiente de 2,30x1,80m con mueble de melamina, mesada de granito, pileta de acero inoxidable, cocina a gas natural de 4 hornallas y horno. Agua Caliente por calefón tiro balanceado a gas natural. BAÑO de 3,00x1,70m completo. DORMITORIO de 4,60x3,50m con piso de parquet de madera y placard.	https://www.argenprop.com/departamento-en-venta-en-belgrano-r-2-ambientes--18916488	1	0	1	1	0	0	1	0
USD 299.000	+ $100.000	Otamendi al	200	1	108 m² cubie. 3 dorm. 2 años	Departamento 4 amb. con escritorio o dependencia, quincho y patios. DEPARTAMENTO TOTALMENTE RECICLADO hace 2 años. Edificio ubicado a dos cuadras de Av. Rivadavia y a 4 de los Parques Rivadavia y Centenario. Múltiples medios de comunicación: colectivos, subte A. La unidad forma parte de un consorcio que posee al frente un edificio de 5 pisos de altura y al fondo, con un ingreso independiente por pasillo a un bloque de tres departamentos. Este exclusivo inmueble se encuentra en el primer piso, con acceso por escalera. El ingreso al departamento es a través de una puerta blindada. Allí nos encontramos con una combinación de materiales de primera calidad que configuran ambientes armoniosos, cálidos y agradables. Posee pisos de porcellanato, algunos simil madera, y en los dormitorios pisos de madera. La cocina tiene muebles modernos a medida, con espacio para lavavajilla, microondas, anafe eléctricos, horno a gas, desayunador, espacio de heladera, etc. También un sector de comedor diario con ventanas con vista a una palmera. Living amplio, escritorio con toilette (actualmente utilizado como 4 dormitorio), quincho o comedor de 5 x 5,20 metros con parrilla, barra, y espacio de lavadero. Sector Baulera. A continuación un patio al contrafrente del departamento, ideal para formar un estar al aire libre. El área de dormitorios presente tres habitaciones con placares (vestidor en el caso del dormitorio principal), y uno de ellos con patio. Todas las aberturas son nuevas y de primera calidad. Bajas expensas. Corredor inmobiliario Eduardo Guzmán - Matrícula N 805 CUCICBA Se deja constancia que las medidas, superficies y m2 consignados son aproximados, sujetos a verificación y/o ajuste. El precio del inmueble puede ser modificado sin previo aviso. Venta supeditada al cumplimiento por parte del propietario de la correspondiente emisión del COTI (Resolución General N2371 de AFIP). Ley 5115: EXCEPTO que en la descripción de la propiedad se indique lo contrario, el edificio puede no contar con rampa para personas con movilidad reducida, y no ser Accesible para personas con discapacidades físicas.-	https://www.argenprop.com/departamento-en-venta-en-caballito-norte-4-ambientes--18132395	1	0	0	0	0	0	1	0
USD 198.000	+ $232.000	QUITO	4300	11	60 m² cubie. 2 dorm. A Estrenar	Quito 4330 VENTA DEPARTAMENTO 3 AMBIENTES CON TERRAZA PROPIA en Caballito, Capital Federal Edificio doble frente de calidad premium con amenities y unidades de 2, 3 y 4 ambientes. Ubicado en una zona estratégica, a 2 cuadras del Parque Rivadavia y a una cuadra del subte línea A. Combina un entorno tranquilo, pero a su vez conectado con la importante zona comercial de Av Rivadavia, con el cine de Caballito, y con el polo gastronómico. Todo esto hace un ambiente único para vivir. Este espectacular departamento se ubica en el piso 11, al frente, y con orientación norte (la mejor luz todo el día). Cuenta con 2 baños (toilette y baño principal con ducha), 2 dormitorios (ambos con placares con interiores completos), amplio living comedor apaisado con un gran ventanal con vista y salida a una terraza propia de grandes dimensiones. Las terminaciones son de primera calidad: Todas sus ventanas son con vidrio DVH (doble vidrio hermético) y en aluminio Modena, cocina con mesada en Silestone, mucho espacio de guardado, y bacha doble, pisos porcelanato símil madera, horno y anafes de vitrocerámica, barandas de vidrio blindex, etc. Opcional 1 cochera independiente (espacio completamente privado), con portón propio al frente PB Nº3 usd 30.000.- Opcional Terraza privada adicional a la propia u$s 20.000. AMENITIES: SUM Terraza con parrilla Gimnasio NO ES APTO CREDITO Las medidas son solo a efecto orientativo, las reales surgirán del plano de subdivisión una vez finalizado el proyecto. LEPORE PROPIEDADES LEPORE Propiedades S.A. CUIT : -9 C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro) AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. -	https://www.argenprop.com/departamento-en-venta-en-almagro-3-ambientes--16780376	1	0	0	1	1	0	1	0
USD 400.000	+ $435.000	Avda Cramer	2200	8	147 m² cubie. 3 dorm. 50 años	LLeno de luz. Departamento clásico con excelente planta y balcón corrido en Belgrano. 2 cocheras Muy buen semipiso al frente sobre Av. Cramer al 2200, ubicado en un octavo piso que garantiza excelente luminosidad, vistas despejada y buen nivel de tranquilidad, aun estando sobre una avenida principal. La unidad cuenta con 162 m² muy bien distribuidos, con ambientes amplios, cómodos y funcionales: Living y comedor al frente muy luminosos Balcón corrido de generosas dimensiones Cocina amplia con comedor diario Lavadero independiente Habitación de servicio con baño Tres dormitorios con placards empotrados Dos baños completos Dos cocheras fijas Baulera Posee doble ingreso: entrada principal por palier privado y entrada de servicio independiente, con doble circulación y dos ascensores. Los pisos de madera se encuentran en excelente estado, aportando calidez y jerarquía a los espacios. Cuenta con agua caliente individual y calefacción central. El departamento se encuentra en estado original, bien conservado, sobre una estructura sólida y de excelente calidad constructiva, lo que lo convierte en una oportunidad ideal para quienes buscan una propiedad con carácter, metros reales y alto potencial de actualización y valorización. Edificio tradicional del barrio de Belgrano, con palier amplio, arquitectura clásica y espacios generosos, característicos de la mejor construcción de época. ? Apto crédito ? Planta amplia y flexible ? Luz en todos los ambientes todo el dia. ? Balcón corrido ? Doble cochera ? Doble entrada ? Ubicación estratégica Propiedad ideal para quienes priorizan metros reales, luz natural y una excelente ubicación, con la posibilidad de renovar y crear un hogar a medida.	https://www.argenprop.com/departamento-en-venta-en-belgrano-r-5-ambientes--18637267	0	1	0	1	1	0	1	0
USD 51.300	N/A	Moreno	1700	10	21 m² cubie. A Estrenar 1 baño	1 y 2 ambientes PREVENTA | Monserrat | QBO Espacioso monoambiente de 21,4 m². Situado en el lateral, su extenso ventanal aporta gran luminosidad al departamento, e invita a vivir otra experiencia habitacional. Con la ventaja de estar conectado por múltiples medios de transporte —3 líneas de subte, colectivos y acceso al metrobús—, el proyecto se desarrolla en 12 pisos con 56 unidades de 1 y 2 ambientes, además de dos locales comerciales en planta baja. Al ser apto profesional, se presenta como una opción ideal tanto para vivir como para oficinas o consultorios. AMENITIES Laundry | 2 Terrazas con Pérgola | Parrillas | Duchas | Solárium/Deck | Lockers | 2 Locales comerciales QBO Tu primer depto, sin vueltas	https://www.argenprop.com/departamento-en-venta-en-centro-1-ambiente--14731684	1	0	0	0	0	0	1	0
USD 187.680	N/A	Dorrego	1500	1	49 m² cubie. 1 dorm. 1 año	"DORREGO PLACE 2 ambientes con vistas panorámicas en Palermo, Capital Federal La unidad se ubica al frente en esquina sobre Av. Dorrego y Av. Córdoba, con amplios ambientes luminosos. Al ingresar contará con un toilette de recepción, amplio living- comedor con cocina integrada y barra desayunadora. El dormitorio principal es en suite con salida al balcón sobre la Av. Dorrego y tieneun baño completo. Las unidades se entregan con la pre instalación para equipos Split frío - calor. Living - comedor, cocina, baños y balcón se entregan con pisos porcellanatos. Excelente ubicación a metros de Niceto Vega y a una cuadra de Av. Córdoba con fácil acceso a variados medios de transportes y próximo a zona gastronómica y comercial más atractiva de la ciudad. Completan el proyecto las siguientes características: -GYM. -Bicicleteros -Sector Co-Working. -SUM multimedia. -Laundry. -Solarium. -Espejo de agua. -Roof Top 360º. Las medidas son solo a efecto orientativo, las reales surgirán del plano de subdivisión una vez finalizado el proyecto LEPORE PROPIEDADES / LEPORE Propiedades S.A. CUIT : -9 C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro) Nota: Los materiales y especificaciones del plano están sujetos a modificaciones arquitectónicas y otras a la sola discreción del desarrollador, constructor o arquitecto, o que así se requiera por ley. Los planos de planta pueden no ser a escala. Cualquier mueble, electrodoméstico o artículo de decorado representado aquí se muestra únicamente con fines artísticos e ilustrativos y no está incluido en la compra y venta de la residencia. Las dimensiones indicadas se miden a los límites exteriores de la pared exterior y la línea central de las paredes interiores y, de hecho, varían de las dimensiones que se determinarían mediante el uso de la descripción y definición de la ""unidad"" que se establece en la declaración (que generalmente sólo incluye el espacio aéreo interno entre las paredes perimetrales y excluye los componentes estructurales interiores). Además, las mediciones de habitaciones establecidas en cualquier plano de planta se toman generalmente en los mayores puntos de cada habitación determinada (como si la habitación fuera un rectángulo perfecto), sin tener en cuenta las salidas del corte. En consecuencia, el área de la habitación real será típicamente menor que el producto obtenido multiplicando la longitud por la anchura declarados. Todas las dimensiones son aproximadas y todos los planos y planes de desarrollo están sujetos a cambios. Representaciones orales no pueden considerarse como correctas declaraciones del desarrollador. Propiedad según Ley 5115 La accesibilidad para las personas con discapacidades físicas. ""accesible""."	https://www.argenprop.com/departamento-en-venta-en-palermo-2-ambientes--16661391	1	0	1	0	0	0	1	0
USD 318.000	+ $600.000	Posadas	1200	9	112 m² cubie. 2 dorm. 40 años	EXCELENTE 3AMB. DEPENDENCIA, COCHERA 9º VISTA a JARDINES, VIGILANCIA EXCELENTE SEMIPISO 3 AMB. DEPENDENCIA, COCHERA FIJA, CONTRA FRENTE CON BALCON CERRADO, VISTA A PULMON DE MANZANA ( verdadero pulmon , arbolado) PALIER PRIV 2,50 X 1,30. , L.C. 7,60 X 4,20.,DORMITORIO 4,37 x 3.40 CON PLACARD, 2º DORMITORIO 4,25 X 3,25 C/ PACARD, BAÑO PRINCIPAL CON BAÑERA Y MAMPARA, 2º BAÑO CON DUCHA Y MAMPARA, COCINA C/ ENTRADA DE SERVICIO DE 6 X 2 CON DOBLE MESADA, LAVADERO 2 X 1,35 , DEPENDENCIA DE SERVICIO 3,60 X 2,20 CON PLACARD, BAÑO DE SERVICIO CON MULTIFAZ, PROFUSION DE PLACARES EN PASILLO. AGUA CALIENTE INDIVIDUAL. EXCELENTE LUZ Y SOL- Información Adicional: Tipo de balcón: Corrido Tipo de vista: Vista ciudad Tipo de piso: Madera Monto de las expensas: 18000 Características y servicios del edificio: Tipo de frente: Otro Tipo de vista: Vista ciudad Superficie: - Superficie total: 112 m2 Propiedad: - Cocheras cubiertas: 1 - Departamentos por piso: 2	https://www.argenprop.com/departamento-en-venta-en-recoleta-3-ambientes--4060933	0	0	0	0	1	1	1	0
USD 485.000	+ $520.000	AV. Pueyrredon	2400	12	181 m² cubie. 4 dorm. 50 años	Departamento en Recoleta 4 amb. + dependencia, luminoso. DEPARTAMENTO 4 AMBIENTES CON DEPENDENCIA – BALCÓN – COCHERA – BAULERA – RECOLETA - LUMINOSO Excelente departamento en piso alto al frente con baulera, cochera fija cubierta, en edificio de categoría con palier privado, ubicado en el corazón de Recoleta, a metros de Plaza Francia y Av. Las Heras. UBICACIÓN PRIVILEGIADA: - A metros de Plaza Francia, Recoleta Mall y Museo de Bellas Artes. - A 2 cuadras de Av. Las Heras. - Cerca de subte línea H (estación Las Heras). - Rápido acceso a múltiples líneas de colectivos (61, 92, 93, 17, 62, 124). - Zona con universidades, colegios, restaurantes y comercios. ? EL DEPARTAMENTO: - Piso 12 al frente, muy luminoso y silencioso. - Palier privado y doble entrada (principal y de servicio). - Amplio living-comedor con salida a balcón. - 3 dormitorios con placares empotrados (de madera clásica original). - Dependencia de servicio con baño. - Cocina con comedor diario y lavadero independiente. - 3 baños completos (uno con hidrozono). - Pisos de madera de roble de Eslavonia encerados. - Calefacción central por losa radiante y agua caliente central. EXTRAS: - Espacio guarda coche. - Baulera. - Edificio con 1 departamento por piso. - Encargado con vivienda. - 2 ascensores (principal y de servicio). Oportunidad única por ubicación, categoría y espacios. Ideal para familia o quienes buscan amplitud en zona premium. En el precio de las expensas está incluido el valor de la calefacción por losa radiante y el uso de agua caliente de todo el departamento. También incluido en las expensas la facturación de Aysa. Todas las persianas eléctricas como así también el toldo del balcón y en perfecto funcionamiento. Edificio con encargado permanente. Vigilancia por monitoreo (sistema Gia). Todos los ambientes equipados con aire acondicionado. Consúltanos para más información o para coordinar una visita. - Diego Rossi Propiedades - Campana 4087 - CABA – Mat. 9536 L2.T2. F56. CUCICBA	https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--18892091	0	1	1	0	1	1	1	0
